@relation 'table_train-weka.filters.unsupervised.attribute.Remove-R1-2,8-10,14'

@attribute u numeric
@attribute g numeric
@attribute r numeric
@attribute i numeric
@attribute z numeric
@attribute field numeric
@attribute class {STAR,GALAXY,QSO}
@attribute redshift numeric

@data
1.138451,0.24014,-0.115387,-0.252454,-0.3854,0.014837,GALAXY,-0.144992
-1.107443,-1.106945,-1.066243,-0.967096,-0.862887,1.398396,STAR,-0.368871
0.691187,0.802448,0.747349,0.69193,0.657403,-0.680017,GALAXY,-0.028901
0.269489,1.223937,1.490066,1.51961,1.443242,-0.181936,QSO,5.258721
0.994064,0.679018,0.389324,0.23686,0.149687,-0.040505,GALAXY,-0.092822
0.278253,0.275352,0.196955,0.054621,0.007536,1.668959,GALAXY,-0.091127
-1.613605,-1.487578,-1.325311,-1.19027,-1.093367,-0.932132,STAR,-0.368074
-0.921999,-1.010713,-0.99251,-1.002941,-1.020929,0.986403,GALAXY,-0.265777
0.461358,0.554673,0.305836,0.172389,0.081512,-0.015909,GALAXY,0.056831
-0.439331,-0.724579,-0.659736,-0.553085,-0.467619,-0.58163,STAR,-0.368391
-1.227589,-0.728448,-0.373984,-0.207079,-0.083678,0.002539,STAR,-0.366692
-0.220098,-0.815911,-1.058927,-1.115758,-1.188034,-1.694627,GALAXY,-0.158862
-1.467422,-1.15539,-0.929859,-0.856749,-0.849077,1.447589,GALAXY,-0.28322
-1.461889,-1.170206,-0.953172,-0.796163,-0.690474,-1.534749,STAR,-0.368582
1.105904,0.986525,0.849395,0.699385,0.64284,-0.120444,GALAXY,-0.063378
0.520822,0.231307,-0.018199,0.197824,0.220569,1.607467,STAR,-0.368973
-2.887786,-2.566565,-2.273173,-2.054392,-1.897364,-0.083549,STAR,-0.367105
0.133203,0.439044,0.637075,0.729709,0.848609,1.041745,STAR,-0.367245
0.675793,0.094506,-0.090756,-0.073626,-0.0646,-0.231129,STAR,-0.367323
-1.370879,-1.12056,-0.983678,-0.948167,-0.986044,-0.723061,GALAXY,-0.317486
-0.715749,-0.415329,-0.025063,0.171466,0.328687,2.837297,STAR,-0.368126
-0.391776,-0.716225,-0.880295,-0.92784,-0.983469,0.396085,GALAXY,-0.13569
0.865963,0.487458,0.295131,0.170666,0.060312,-0.421752,GALAXY,-0.254404
-1.409031,-1.367389,-1.211995,-1.059033,-0.946937,1.650511,STAR,-0.368366
0.491759,-0.256951,-0.512412,-0.600965,-0.709953,-0.354112,GALAXY,-0.251921
-0.37707,-0.390404,-0.565543,-0.676585,-0.765345,-0.796851,GALAXY,-0.124849
0.803015,0.530142,0.325185,0.177559,0.075744,0.027136,GALAXY,-0.170573
1.102288,0.295515,-0.22584,-0.443581,-0.615813,1.552125,GALAXY,-0.221383
0.702481,0.631422,0.264078,0.076944,-0.056057,-0.544735,GALAXY,0.059432
0.895954,-0.041838,-0.535856,-0.682071,-0.845407,-0.304919,GALAXY,-0.065509
-0.670545,-0.890705,-0.830139,-0.719155,-0.636127,-1.780715,STAR,-0.36816
0.259725,0.186805,0.041862,-0.061353,-0.109802,-1.725372,GALAXY,-0.080707
0.689511,0.683885,0.592615,0.595175,0.583444,0.07018,STAR,-0.367009
1.040184,0.857738,0.692881,0.57483,0.516816,-0.686166,GALAXY,-0.061195
0.77758,0.319971,0.211135,0.228605,0.266465,0.057881,STAR,-0.367359
-1.5086,-1.178996,-0.935094,-0.848229,-0.82842,-0.372559,GALAXY,-0.286718
0.50033,0.316613,0.335382,0.286605,0.238668,1.379949,GALAXY,-0.225909
0.560481,0.724551,0.736597,0.718833,0.686712,0.697393,GALAXY,-0.168539
0.728242,0.879793,0.963295,0.999031,1.061324,-1.762267,STAR,-0.366273
0.849713,1.885262,1.749746,1.771806,1.938151,-0.317217,QSO,2.897136
0.807945,0.215332,-0.141731,-0.286048,-0.327801,-0.409454,GALAXY,-0.20571
0.020181,0.058135,-0.136609,-0.250801,-0.285759,0.752735,GALAXY,-0.02716
0.132094,-0.348804,-0.733196,-0.869207,-1.014885,2.283874,GALAXY,-0.165932
0.527669,0.022359,-0.309676,-0.430604,-0.554168,-0.022058,GALAXY,-0.110096
0.320648,1.293172,1.547388,1.534028,1.669751,1.552125,QSO,3.569232
1.132026,0.948666,0.79518,0.76725,0.744796,0.242356,STAR,-0.369081
0.333751,1.580921,1.69959,1.77221,1.858106,0.21161,QSO,3.377819
1.043728,1.035545,0.721532,0.518404,0.420544,1.287711,GALAXY,0.101391
-0.037306,-0.137294,-0.173471,-0.159822,-0.121481,1.545976,STAR,-0.366984
-2.509303,-1.918378,-1.496194,-1.279525,-1.108298,0.525217,STAR,-0.368003
-0.584634,-0.530288,0.156656,0.441281,0.699453,0.918762,STAR,-0.366713
0.995667,0.705515,0.558107,0.456623,0.45232,0.254654,GALAXY,-0.15795
-0.065971,-0.326973,-0.278878,-0.172096,-0.084856,0.494471,STAR,-0.367484
-0.210708,0.065862,0.173821,0.238707,0.32592,-0.704613,STAR,-0.36958
0.084889,0.298363,0.613771,0.785247,0.882725,-0.034356,STAR,-0.366343
0.602551,-0.091761,-0.35038,-0.430604,-0.529791,1.324606,GALAXY,-0.184036
0.794287,1.117502,1.277303,1.333757,1.402964,-1.74382,STAR,-0.368859
0.527971,0.08325,-0.203008,-0.35284,-0.493417,0.199312,GALAXY,-0.154169
-0.104581,-0.005191,-0.0248,-0.093188,-0.134965,-1.104308,GALAXY,-0.180253
-0.178426,-0.581274,-0.847332,-0.985585,-1.091378,0.014837,GALAXY,-0.160034
-1.00304,-0.752639,-0.598244,-0.562527,-0.549603,0.832674,GALAXY,-0.253028
1.047055,0.359159,-0.078675,-0.245614,-0.392757,-1.073562,GALAXY,-0.131108
0.515326,-0.259778,-0.688962,-0.787345,-0.912377,-0.071251,GALAXY,-0.063175
0.089325,0.256104,0.277204,0.215716,0.193149,-0.403305,GALAXY,-0.113437
0.420844,-0.052286,-0.199401,-0.20263,-0.18178,-0.464797,STAR,-0.368836
0.315657,-0.080059,-0.077094,-0.000354,0.056358,-0.015909,STAR,-0.367841
-1.632265,-1.73717,-1.636043,-1.511439,-1.438803,0.506769,STAR,-0.367814
-0.131426,-0.114325,-0.214749,-0.313083,-0.387331,1.429142,GALAXY,-0.24327
-0.722861,-0.50225,0.121,0.420013,0.58647,-0.716912,STAR,-0.366634
0.851534,1.967528,2.102471,1.917883,1.697489,0.660498,QSO,5.124309
0.273431,1.410502,1.412133,1.392892,0.982784,-1.214993,QSO,0.375994
0.843493,0.550262,0.288107,0.123656,0.018521,1.404545,GALAXY,-0.136141
0.879668,1.151227,1.29572,1.342074,1.395867,0.291549,STAR,-0.369327
-1.573585,-1.494348,-1.361956,-1.249985,-1.153115,0.027136,STAR,-0.367587
-0.630344,-0.199131,0.020602,0.143552,0.226212,-0.809149,STAR,-0.3675
-0.943829,-0.526897,-0.126026,-0.020444,0.087414,-0.458647,GALAXY,-0.282826
0.219753,0.286183,0.209044,0.076505,0.019257,-0.434051,GALAXY,-0.081001
0.432585,0.677583,0.523523,0.400346,0.3171,0.35304,GALAXY,-0.001157
0.815081,0.142133,-0.235538,-0.365298,-0.504193,2.400708,GALAXY,-0.240747
-0.049915,0.337317,0.585685,0.703342,0.803808,-0.009759,STAR,-0.369198
0.279434,0.178079,0.019369,-0.124909,-0.224699,-1.700776,GALAXY,-0.148455
0.568244,0.005087,-0.336699,-0.488262,-0.626279,0.082478,GALAXY,-0.178333
0.51858,0.581096,0.814181,0.912422,1.005506,-1.171949,STAR,-0.368509
1.029866,0.000102,-0.591587,-0.771819,-0.966992,1.80424,GALAXY,-0.040008
0.275324,0.60856,0.78471,0.889097,0.985484,0.334593,STAR,-0.365643
-2.447043,-2.252925,-1.963628,-1.754913,-1.593961,-0.034356,STAR,-0.368212
0.7368,0.373412,0.080005,-0.083631,-0.205756,-0.138892,GALAXY,-0.153807
0.303663,0.578694,0.67291,0.533851,0.563547,1.66281,GALAXY,-0.215324
0.447219,0.18147,-0.167963,-0.312239,-0.469709,-1.005922,GALAXY,-0.070545
0.607192,0.594764,0.325345,0.132966,0.035926,2.130145,GALAXY,-0.034565
0.96077,1.984948,2.019483,1.936223,2.022368,1.890328,QSO,3.448552
1.167731,0.921457,0.583152,0.434204,0.328394,1.336905,GALAXY,0.038283
1.032409,0.960379,1.348192,1.520673,1.639597,1.496782,STAR,-0.368875
-1.11423,-1.113758,-0.97236,-0.848704,-0.739396,-0.108146,STAR,-0.367111
0.640317,1.035173,0.282392,0.963327,0.821055,2.320769,STAR,-0.369522
-0.281684,-0.214298,-0.429046,-0.551115,-0.619541,-0.667718,GALAXY,0.046744
0.013117,0.279944,0.440846,0.366444,0.400105,0.309996,GALAXY,-0.188925
-0.4564,-0.126952,0.149181,0.258409,0.389822,0.020986,STAR,-0.366774
0.595993,0.593542,0.552523,0.446873,0.349637,-0.00361,GALAXY,-0.267888
1.092211,0.287692,-0.153021,-0.298286,-0.422166,-0.034356,GALAXY,-0.107621
0.517604,0.219138,0.011535,-0.108838,-0.183678,-0.101997,GALAXY,-0.104797
-0.812208,-1.032512,-1.157282,-1.204478,-1.285501,-0.22498,GALAXY,-0.201587
0.685846,-0.308915,-0.756161,-0.927436,-1.083603,1.914925,GALAXY,-0.181574
-0.342667,-0.034781,0.236415,0.372018,0.459342,0.912613,STAR,-0.370163
1.042318,0.893504,0.634966,0.503449,0.401635,0.660498,GALAXY,-0.113747
-0.453265,-0.01093,0.245727,0.371297,0.44661,-0.649271,STAR,-0.366874
-1.179456,-0.991613,-0.797307,-0.662342,-0.541929,-0.0774,STAR,-0.368066
0.405282,-0.270737,-0.457236,-0.47525,-0.483878,-0.132742,STAR,-0.366237
0.740718,0.14478,-0.133003,-0.274381,-0.375711,0.389935,GALAXY,-0.170738
1.075756,1.304513,1.310803,1.408858,1.414376,-0.796851,STAR,-0.367996
-0.042489,-0.04407,0.454846,0.697398,0.831195,-0.114295,STAR,-0.367498
0.721648,1.585471,1.926127,2.132037,2.081405,1.170878,QSO,1.725215
0.870519,0.677657,0.579904,0.598859,0.614952,0.045583,STAR,-0.367473
0.572222,0.346373,0.20203,0.112683,0.038877,-1.079712,GALAXY,-0.230913
1.014846,1.83552,2.045658,2.18252,2.284047,1.459888,GALAXY,0.251444
0.687908,-0.00755,-0.354118,-0.481052,-0.596669,-1.706925,GALAXY,-0.163491
1.086208,1.295022,1.353343,1.384399,1.430084,0.113224,STAR,-0.368437
-0.122157,-0.159274,-0.101593,-0.04354,-0.006232,-1.713074,STAR,-0.367875
0.657844,-0.120915,-0.457039,-0.535641,-0.645641,-0.028207,GALAXY,-0.18185
0.384765,0.578885,0.680725,0.690593,0.656517,-0.065102,GALAXY,-0.285119
0.03666,-0.11288,-0.128276,-0.100336,-0.076889,1.447589,STAR,-0.367386
-0.135778,-0.935473,-1.163967,-1.237887,-1.326639,-0.895237,GALAXY,-0.24326
-1.604878,-2.078339,-2.154622,-2.143208,-2.160714,0.488322,GALAXY,-0.300374
0.280326,0.320779,0.178162,0.206757,0.343885,-1.547047,STAR,-0.367793
-0.011618,0.35258,0.48636,0.535319,0.535183,0.396085,GALAXY,-0.306468
0.926572,0.533947,0.159481,-0.035979,-0.149193,-1.749969,GALAXY,0.021832
-3.00082,-2.398197,-1.990246,-1.739712,-1.555013,0.814227,STAR,-0.367667
0.047762,-0.056686,-0.113212,-0.182497,-0.231964,-1.135054,GALAXY,-0.203939
-1.342238,-1.930186,-2.069656,-2.097033,-2.15513,-1.276484,GALAXY,-0.249129
-2.006963,-1.6009,-1.252407,-1.056272,-0.875544,0.869569,STAR,-0.368643
0.66005,0.74601,1.294006,1.58263,1.802254,0.07018,STAR,-0.36642
0.404751,-0.421663,-0.728818,-0.817071,-0.93311,0.765034,GALAXY,-0.168085
0.446953,0.12128,-0.037934,-0.11581,-0.193358,1.121684,GALAXY,-0.11383
-0.236106,0.223612,0.368308,0.437298,0.3961,1.398396,GALAXY,-0.254818
-0.718606,-1.395629,-1.68007,-1.758456,-1.820813,-0.710763,GALAXY,-0.161834
0.86706,0.832612,0.829886,0.860348,0.895574,-1.725372,STAR,-0.36727
0.121534,0.970742,1.349209,1.461987,1.483787,-0.212681,QSO,1.365984
0.326579,0.390896,0.174819,0.052494,-0.031788,0.2854,GALAXY,-0.046052
-2.174217,-1.96542,-1.758143,-1.644583,-1.546018,0.875718,STAR,-0.368925
0.349542,-0.430974,-0.738855,-0.842936,-0.957244,-0.046654,GALAXY,-0.23649
-0.706383,-0.340397,-0.119915,0.003822,0.104393,0.814227,STAR,-0.368176
0.086625,-0.285362,-0.330503,-0.280887,-0.226931,0.06403,STAR,-0.367806
0.854969,-0.061692,-0.467659,-0.594029,-0.732566,0.783481,GALAXY,-0.150718
1.021729,0.180152,-0.283529,-0.434227,-0.596284,-0.052803,GALAXY,-0.12283
0.536505,0.714092,0.678437,0.671832,0.707487,-0.526288,STAR,-0.371626
-0.007942,-0.02817,-0.018642,0.018601,0.093341,-0.784552,STAR,-0.367941
1.079602,1.949916,2.466052,2.759129,2.946236,1.533677,STAR,-0.368666
1.093067,0.580299,0.077444,-0.133921,-0.315102,1.097088,GALAXY,-0.081622
0.038335,-0.816379,-1.166311,-1.226994,-1.335743,-0.753807,GALAXY,-0.112959
-0.588455,-0.378596,-0.196426,-0.068492,0.030476,1.349203,STAR,-0.368149
0.830438,0.62614,0.402411,0.261618,0.167526,-0.575481,GALAXY,-0.115897
0.238895,0.251757,0.655153,0.842377,0.946201,1.36765,STAR,-0.367468
-0.50569,-0.18119,0.316852,0.546283,0.709501,-1.762267,STAR,-0.366828
0.526199,1.624786,1.771016,1.932337,1.94412,-0.446349,QSO,2.499459
1.08898,0.889465,0.762405,0.760173,0.767719,-1.786864,STAR,-0.366099
0.688679,0.544884,0.498252,0.501295,0.533034,-0.477095,STAR,-0.366582
0.651082,0.529324,0.519795,0.559541,0.607478,-0.280322,STAR,-0.368067
-0.08867,-0.09564,-0.04702,0.011198,0.081654,2.843446,STAR,-0.368165
-0.920757,-0.748898,-0.770303,-0.838567,-0.855497,-0.544735,GALAXY,-0.16058
-1.896304,-1.490522,-1.134298,-0.94101,-0.775811,-1.055115,STAR,-0.367785
-3.192677,-2.627988,-2.129897,-1.865137,-1.65742,0.07018,STAR,-0.367652
-1.620283,-1.652013,-1.501523,-1.348858,-1.212269,1.625915,STAR,-0.368281
0.491072,0.789566,0.888357,0.938991,0.986328,-1.356423,STAR,-0.367255
0.482972,0.397316,0.361021,0.291353,0.235859,0.205461,GALAXY,-0.129361
-0.842729,-0.621779,-0.441249,-0.483479,-0.444011,1.576721,GALAXY,-0.224293
0.096413,0.436259,0.664869,0.733023,0.774432,-1.59624,GALAXY,-0.288658
-1.423773,-1.118849,-0.627272,-0.326491,-0.165286,-0.759956,STAR,-0.368868
1.153326,0.836991,0.640031,0.506851,0.426421,0.740437,GALAXY,0.068826
0.67783,0.752812,0.792036,0.834218,0.887799,1.15243,STAR,-0.368276
-0.071372,-0.744519,-0.866078,-0.828219,-0.762954,-0.790701,STAR,-0.36733
-2.387506,-0.912621,-0.455532,-0.139451,-0.024055,-0.403305,QSO,2.131469
0.192799,-0.268218,-0.435468,-0.525109,-0.609769,0.814227,GALAXY,-0.270649
0.784945,0.861979,0.844433,0.728205,0.648232,0.002539,GALAXY,-0.125518
0.783872,-0.008294,-0.434715,-0.528212,-0.651969,1.011,GALAXY,-0.126725
0.790683,0.025526,-0.354014,-0.480877,-0.599294,-0.51399,GALAXY,-0.125684
0.717188,1.632906,1.586773,1.6458,1.691127,1.570572,QSO,2.530654
0.872086,0.112596,-0.288416,-0.422542,-0.547388,-0.280322,GALAXY,-0.149319
0.62279,-0.12251,-0.690779,-0.843227,-0.987565,-0.022058,GALAXY,-0.010066
1.091415,0.233996,-0.12613,-0.291903,-0.435458,-0.231129,GALAXY,-0.164424
0.49464,-0.343245,-0.709385,-0.837899,-0.968271,0.143969,GALAXY,-0.183363
0.233326,0.32214,0.235399,-0.1193,0.026212,-0.532437,GALAXY,-0.156279
-0.964358,-1.113779,-0.997057,-0.865286,-0.732449,1.404545,STAR,-0.368388
0.620922,0.087024,-0.273878,-0.422744,-0.525335,-0.526288,GALAXY,-0.037429
0.433525,-0.165502,-0.439432,-0.531958,-0.65268,-1.694627,GALAXY,-0.249477
-1.084287,-0.546178,-0.278181,-0.132268,-0.031696,-0.249576,STAR,-0.369961
0.464589,-0.240519,-0.520434,-0.617564,-0.698475,-1.700776,GALAXY,-0.19249
0.762138,0.72217,0.65504,0.524541,0.488418,-1.147352,GALAXY,-0.19395
-1.032597,-1.196279,-1.123706,-0.996127,-0.894496,0.482173,STAR,-0.368078
-1.443108,-0.947855,-0.689452,-0.540433,-0.436253,-0.403305,STAR,-0.366355
-1.197778,-1.852183,-2.113759,-2.122521,-2.201937,-1.737671,GALAXY,-0.078962
0.947137,0.552941,0.324667,0.158516,0.062084,1.373799,GALAXY,-0.194373
1.006323,0.758626,0.535283,0.386288,0.292313,-0.22498,GALAXY,-0.123823
0.268404,-0.346583,-0.616463,-0.748775,-0.861575,-0.864491,GALAXY,-0.198519
-1.118569,-0.550939,-0.227234,-0.071332,0.059936,0.051732,STAR,-0.369343
-0.848359,-1.105467,-1.09368,-1.016067,-0.963916,-0.163488,STAR,-0.36753
0.84283,1.056526,1.085461,1.118241,1.187833,-0.987474,STAR,-0.366616
-0.99201,0.142473,0.950151,1.357012,1.631354,0.027136,STAR,-0.367491
-0.312724,0.783476,1.149807,1.356695,1.37215,0.396085,QSO,1.939528
0.274022,0.327528,0.015122,-0.16559,-0.260028,0.125522,GALAXY,-0.126939
-0.948687,-0.517895,-0.250528,-0.099176,-0.001517,-0.046654,STAR,-0.366992
-1.898232,-1.360289,-0.960487,-0.747984,-0.619006,0.383786,STAR,-0.367076
-0.380337,-0.376141,-0.421486,-0.484648,-0.507052,-0.821447,GALAXY,-0.15992
1.043644,0.646993,0.409285,0.258805,0.158197,2.216233,GALAXY,-0.214089
0.407765,0.700339,0.934512,1.036969,1.11583,-0.046654,STAR,-0.366861
0.102187,0.128582,0.177116,0.232183,0.282348,-1.270335,STAR,-0.36777
1.150168,1.373015,1.372974,1.351411,1.405222,-1.104308,STAR,-0.368195
-1.593185,-0.829899,-0.399227,-0.200098,-0.064492,-0.507841,GALAXY,-0.338834
0.283967,0.647153,0.729281,0.772165,0.826982,-0.157339,STAR,-0.369701
0.6614,0.552037,0.173049,0.030057,-0.097003,0.752735,GALAXY,-0.031674
0.044398,-0.061374,-0.159743,-0.240251,-0.331931,-0.052803,GALAXY,-0.166613
-0.059052,0.203046,0.374927,0.455014,0.558155,0.777332,STAR,-0.368288
0.671032,-0.332585,-0.745889,-0.866411,-1.009819,1.791942,GALAXY,-0.124753
-0.198858,-0.020453,0.137515,0.264502,0.340984,-0.268024,STAR,-0.367996
0.431162,0.509873,0.619044,0.699377,0.781178,-0.600078,STAR,-0.367287
0.479838,-0.259215,-0.55771,-0.662781,-0.765345,-1.491705,GALAXY,-0.209116
-1.129997,0.19077,0.747453,0.98885,1.028077,-0.87679,QSO,1.693306
0.246164,0.444433,0.401347,0.273188,0.224465,1.244667,GALAXY,-0.092851
0.172355,-0.325283,-0.541496,-0.635966,-0.725009,1.392247,GALAXY,-0.20356
-0.855832,0.520725,1.062874,1.303249,0.93219,0.236207,QSO,0.579573
0.209025,0.185179,0.241905,0.317807,0.39279,-1.048966,STAR,-0.368414
1.164597,0.271643,-0.198375,-0.36172,-0.561742,-0.329515,GALAXY,-0.155061
-1.366865,-1.633913,-1.550729,-1.451355,-1.362353,-0.015909,STAR,-0.368161
0.358667,0.427204,0.461032,0.49398,0.494913,0.512918,GALAXY,-0.270318
0.868699,0.853752,0.818578,0.760111,0.775168,-0.22498,GALAXY,-0.154972
0.207132,-0.411502,-0.629089,-0.688252,-0.76955,-0.384858,GALAXY,-0.210749
-0.86902,-0.514791,-0.193705,-0.017666,0.108732,-0.108146,STAR,-0.36796
0.175598,1.075955,1.497598,1.537457,1.591277,0.346891,QSO,1.191963
0.930212,-0.03054,-0.472358,-0.614663,-0.745097,0.051732,GALAXY,-0.094018
-0.039994,-0.07873,-0.390358,-0.267506,-0.433009,-1.700776,STAR,-0.366941
-0.485487,-1.023776,-1.226796,-1.281635,-1.334238,1.570572,GALAXY,-0.197159
0.101994,0.371361,0.477425,0.524259,0.586838,1.238518,STAR,-0.367889
-1.532081,-2.164293,-2.263259,-2.266427,-2.299195,0.543664,GALAXY,-0.247963
-0.04085,0.254308,0.377601,0.449598,0.52847,1.490633,STAR,-0.368223
0.273588,-0.017892,-0.216914,-0.400492,-0.490048,-0.987474,GALAXY,-0.1865
0.380389,0.482994,0.816883,0.977509,1.111031,-1.055115,STAR,-0.367397
0.756208,-0.1937,-0.679283,-0.824157,-0.971097,1.668959,GALAXY,-0.07136
-0.942045,-0.974693,-1.0178,-1.11153,-1.159167,-0.286471,GALAXY,-0.166145
0.692127,0.313945,-0.120245,-0.260076,-0.388518,-0.034356,GALAXY,-0.019538
0.422531,-0.011536,-0.10083,-0.176685,-0.23163,-0.692315,GALAXY,-0.143281
-1.627335,-1.147939,-0.681411,-0.440399,-0.252345,0.72199,STAR,-0.369204
1.006577,2.140573,2.423249,2.302723,2.382208,0.678945,QSO,4.234733
-3.311653,-2.626734,-2.169357,-1.922549,-1.726163,0.057881,STAR,-0.365852
0.612098,0.891388,1.077882,1.173191,1.265161,1.035596,STAR,-0.367168
0.462395,0.666741,0.719536,0.639759,0.674056,1.133983,GALAXY,-0.238594
-1.765598,-1.665182,-1.558195,-1.555565,-1.576757,1.810389,GALAXY,-0.254123
0.608216,0.624397,0.53388,0.397779,0.364835,-0.612376,GALAXY,-0.150547
0.263342,0.995188,0.90296,0.707914,0.715596,0.328444,QSO,-0.001046
0.97538,1.230952,1.323693,1.352379,1.415797,0.808078,STAR,-0.368964
-0.499132,-1.051655,-1.210555,-1.248982,-1.329574,0.432979,GALAXY,-0.281673
-0.711699,-0.274605,0.008785,0.14575,0.252094,-1.725372,STAR,-0.367871
1.177351,0.10894,-0.504107,-0.673771,-0.822008,1.312308,GALAXY,0.019594
0.142678,-0.133319,-0.283539,-0.40196,-0.515453,-0.071251,GALAXY,-0.160273
0.059695,-0.446375,-0.681599,-0.755474,-0.818338,-0.895237,GALAXY,-0.119642
0.839708,0.845462,0.736249,0.646142,0.561959,-1.663881,GALAXY,-0.268004
0.187688,0.172733,0.132553,0.041565,-0.005095,0.033285,GALAXY,-0.169805
-1.339766,-0.946304,-0.669773,-0.493484,-0.376346,0.199312,STAR,-0.3683
0.779846,0.732841,0.68951,0.60656,0.621748,-0.94443,GALAXY,-0.162274
-1.453849,-1.116596,-0.922307,-0.822196,-0.723989,-1.780715,STAR,-0.366461
0.906284,-0.043581,-0.478082,-0.663239,-0.831755,1.865732,GALAXY,-0.156167
0.341478,0.480549,0.588331,0.66871,0.751342,-0.790701,STAR,-0.367987
-1.612026,-1.131125,-0.826175,-0.646428,-0.513907,-1.774566,STAR,-0.368598
0.180528,-0.749387,-1.08627,-1.178779,-1.287432,-0.218831,GALAXY,-0.156226
0.894254,0.436865,0.067105,-0.093478,-0.241996,1.742749,GALAXY,-0.071388
0.721335,0.106495,-0.172944,-0.291938,-0.392188,-1.356423,GALAXY,-0.194129
1.135196,1.452666,1.508219,1.498571,1.496435,0.051732,STAR,-0.367578
0.516893,0.336712,-0.047472,-0.231283,-0.376179,-1.079712,GALAXY,-0.121311
-0.497903,-0.253986,-0.037746,0.044836,0.133527,0.020986,STAR,-0.365377
1.002177,0.791787,0.600128,0.426581,0.308908,1.607467,GALAXY,-0.240364
0.567039,2.415578,1.385958,1.047941,1.014843,2.154742,STAR,-0.368206
-0.889898,-0.626934,-0.478516,-0.45327,-0.456776,-1.399467,GALAXY,-0.290465
0.770926,1.946153,2.003156,2.039018,2.084648,0.408383,QSO,3.27707
0.200707,1.399639,1.733109,1.64078,1.625386,0.199312,QSO,4.082422
0.587001,0.548604,0.520426,0.537447,0.591193,0.408383,STAR,-0.367163
-1.399713,-0.864559,-0.535037,-0.377352,-0.262377,-0.015909,STAR,-0.368465
0.378774,1.511293,1.713063,1.705603,1.70324,0.35304,QSO,0.766019
0.437913,0.451469,0.850789,1.027201,1.157086,-0.00361,STAR,-0.365393
0.433537,0.183436,-0.031522,-0.140111,-0.236921,0.365339,GALAXY,-0.136886
-0.057292,0.133205,0.535067,0.740707,0.875218,-0.852193,STAR,-0.365297
0.132745,-0.200694,-0.422399,-0.570677,-0.716733,-0.071251,GALAXY,-0.266426
-0.997387,-1.029133,-0.889993,-0.751166,-0.652579,0.78963,STAR,-0.367955
-0.736904,-0.505024,-0.285629,-0.161941,-0.03922,0.986403,STAR,-0.368386
0.937855,0.842295,0.5521,0.411784,0.314885,-0.421752,GALAXY,-0.001489
0.708147,0.712785,0.676771,0.678724,0.728478,1.435291,STAR,-0.369208
0.89734,0.72792,0.468593,0.307785,0.160864,-1.067413,GALAXY,-0.038998
-1.22026,-1.785796,-1.919008,-1.963325,-2.008499,1.533677,GALAXY,-0.264063
1.112775,0.924699,0.911076,0.875945,0.795783,-1.122756,GALAXY,-0.252342
0.868904,0.832378,0.589978,0.470769,0.389998,0.205461,GALAXY,-0.047944
-1.211146,-0.884455,-0.737631,-0.662122,-0.598358,-0.784552,GALAXY,-0.302695
0.662943,-0.104951,-0.4683,-0.579847,-0.70706,-0.704613,GALAXY,-0.158886
0.276384,-0.316567,-0.662957,-0.751342,-0.863514,0.857271,GALAXY,-0.030881
-2.581159,-2.475733,-2.436636,-2.416347,-2.479499,-1.024369,GALAXY,-0.306976
-0.198123,-0.799968,-1.012395,-1.05425,-1.133168,-0.071251,GALAXY,-0.222524
0.466096,-0.273341,-0.604147,-0.708033,-0.802513,0.07018,GALAXY,-0.161868
-3.634372,-3.912003,-3.874115,-3.844584,-3.866659,-1.504003,GALAXY,-0.339105
1.169371,0.453403,-0.053875,-0.246194,-0.393049,2.080952,GALAXY,-0.065947
0.182939,0.078967,-0.025628,-0.127494,-0.228352,1.994864,GALAXY,-0.166112
0.805136,1.995715,2.057427,2.098953,2.155389,0.100925,QSO,2.869504
1.068656,0.254223,-0.134208,-0.279287,-0.419692,-0.483244,GALAXY,-0.158871
0.996487,-0.127218,-0.495784,-0.631711,-0.759485,-0.692315,GALAXY,-0.157672
0.694477,-0.02818,-0.408144,-0.528098,-0.654402,-0.415603,GALAXY,-0.139784
0.382704,0.089383,-0.019028,-0.108908,-0.200523,-0.163488,GALAXY,-0.234287
-0.153028,-0.92156,-1.186912,-1.263691,-1.378596,0.020986,GALAXY,-0.169194
0.798868,1.209663,1.050257,0.874784,0.85844,-0.274173,GALAXY,-0.011045
0.556178,0.423346,0.425781,0.366682,0.327199,-0.680017,GALAXY,-0.215957
0.768889,0.799079,0.666715,0.571076,0.531237,-0.593929,GALAXY,-0.302828
-2.490788,-2.948633,-2.948484,-2.927341,-2.983044,-0.864491,GALAXY,-0.323015
-2.392955,-2.407178,-2.155404,-1.942506,-1.776539,0.027136,STAR,-0.368054
-1.597609,-1.524778,-1.359254,-1.206728,-1.07684,-0.403305,STAR,-0.368325
