@relation 'output-weka.filters.supervised.attribute.Discretize-Rfirst-last-precision6-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.RemovePercentage-P70.0-V-weka.filters.unsupervised.attribute.Remove-R1,3-5,8-10,12-15,17-19'

@attribute Location {Cobar,CoffsHarbour,Moree,NorfolkIsland,Sydney,SydneyAirport,WaggaWagga,Williamtown,Canberra,Sale,MelbourneAirport,Melbourne,Mildura,Portland,Watsonia,Brisbane,Cairns,Townsville,MountGambier,Nuriootpa,Woomera,PerthAirport,Perth,Hobart,AliceSprings,Darwin}
@attribute Sunshine {'\'(-inf-0.15]\'','\'(0.15-1.55]\'','\'(1.55-4.35]\'','\'(4.35-6.05]\'','\'(6.05-7.75]\'','\'(7.75-8.95]\'','\'(8.95-9.85]\'','\'(9.85-10.55]\'','\'(10.55-12.25]\'','\'(12.25-inf)\''}
@attribute WindGustSpeed {'\'(-inf-34]\'','\'(34-42]\'','\'(42-49]\'','\'(49-58]\'','\'(58-66]\'','\'(66-inf)\''}
@attribute Humidity3pm {'\'(-inf-13.5]\'','\'(13.5-27.5]\'','\'(27.5-42.5]\'','\'(42.5-52.5]\'','\'(52.5-57.5]\'','\'(57.5-60.5]\'','\'(60.5-64.5]\'','\'(64.5-69.5]\'','\'(69.5-73.5]\'','\'(73.5-78.5]\'','\'(78.5-81.5]\'','\'(81.5-88.5]\'','\'(88.5-inf)\''}
@attribute WindGustDirSin {'\'(-inf-0.7865]\'','\'(0.7865-inf)\''}
@attribute RainTomorrow {No,Yes}

@data
Sydney,'\'(12.25-inf)\'','\'(34-42]\'','\'(42.5-52.5]\'','\'(-inf-0.7865]\'',No
PerthAirport,'\'(7.75-8.95]\'','\'(34-42]\'','\'(42.5-52.5]\'','\'(-inf-0.7865]\'',No
Perth,'\'(1.55-4.35]\'','\'(-inf-34]\'','\'(42.5-52.5]\'','\'(-inf-0.7865]\'',Yes
CoffsHarbour,'\'(7.75-8.95]\'','\'(49-58]\'','\'(42.5-52.5]\'','\'(-inf-0.7865]\'',No
Perth,'\'(10.55-12.25]\'','\'(34-42]\'','\'(13.5-27.5]\'','\'(-inf-0.7865]\'',No
MelbourneAirport,'\'(0.15-1.55]\'','\'(-inf-34]\'','\'(60.5-64.5]\'','\'(-inf-0.7865]\'',No
Hobart,'\'(6.05-7.75]\'','\'(34-42]\'','\'(52.5-57.5]\'','\'(-inf-0.7865]\'',No
Darwin,'\'(10.55-12.25]\'','\'(42-49]\'','\'(27.5-42.5]\'','\'(-inf-0.7865]\'',No
MelbourneAirport,'\'(8.95-9.85]\'','\'(-inf-34]\'','\'(27.5-42.5]\'','\'(-inf-0.7865]\'',No
Brisbane,'\'(9.85-10.55]\'','\'(-inf-34]\'','\'(42.5-52.5]\'','\'(0.7865-inf)\'',No
MelbourneAirport,'\'(7.75-8.95]\'','\'(58-66]\'','\'(27.5-42.5]\'','\'(-inf-0.7865]\'',No
Hobart,'\'(0.15-1.55]\'','\'(-inf-34]\'','\'(42.5-52.5]\'','\'(-inf-0.7865]\'',Yes
Perth,'\'(9.85-10.55]\'','\'(-inf-34]\'','\'(57.5-60.5]\'','\'(-inf-0.7865]\'',No
Brisbane,'\'(0.15-1.55]\'','\'(-inf-34]\'','\'(73.5-78.5]\'','\'(-inf-0.7865]\'',Yes
Cairns,'\'(4.35-6.05]\'','\'(49-58]\'','\'(73.5-78.5]\'','\'(-inf-0.7865]\'',Yes
MelbourneAirport,'\'(6.05-7.75]\'','\'(66-inf)\'','\'(13.5-27.5]\'','\'(0.7865-inf)\'',Yes
Sydney,'\'(7.75-8.95]\'','\'(58-66]\'','\'(27.5-42.5]\'','\'(-inf-0.7865]\'',No
Hobart,'\'(7.75-8.95]\'','\'(66-inf)\'','\'(27.5-42.5]\'','\'(0.7865-inf)\'',No
CoffsHarbour,'\'(1.55-4.35]\'','\'(34-42]\'','\'(69.5-73.5]\'','\'(0.7865-inf)\'',Yes
Williamtown,'\'(7.75-8.95]\'','\'(-inf-34]\'','\'(52.5-57.5]\'','\'(0.7865-inf)\'',No
Cairns,'\'(8.95-9.85]\'','\'(34-42]\'','\'(52.5-57.5]\'','\'(-inf-0.7865]\'',No
Portland,'\'(6.05-7.75]\'','\'(42-49]\'','\'(73.5-78.5]\'','\'(-inf-0.7865]\'',Yes
Moree,'\'(7.75-8.95]\'','\'(58-66]\'','\'(27.5-42.5]\'','\'(-inf-0.7865]\'',No
MelbourneAirport,'\'(8.95-9.85]\'','\'(42-49]\'','\'(13.5-27.5]\'','\'(0.7865-inf)\'',No
NorfolkIsland,'\'(12.25-inf)\'','\'(34-42]\'','\'(52.5-57.5]\'','\'(-inf-0.7865]\'',No
Brisbane,'\'(10.55-12.25]\'','\'(-inf-34]\'','\'(42.5-52.5]\'','\'(-inf-0.7865]\'',No
Townsville,'\'(8.95-9.85]\'','\'(-inf-34]\'','\'(52.5-57.5]\'','\'(-inf-0.7865]\'',No
Sale,'\'(-inf-0.15]\'','\'(-inf-34]\'','\'(81.5-88.5]\'','\'(-inf-0.7865]\'',Yes
Sydney,'\'(0.15-1.55]\'','\'(-inf-34]\'','\'(64.5-69.5]\'','\'(-inf-0.7865]\'',Yes
Melbourne,'\'(4.35-6.05]\'','\'(66-inf)\'','\'(-inf-13.5]\'','\'(0.7865-inf)\'',Yes
MountGambier,'\'(1.55-4.35]\'','\'(49-58]\'','\'(88.5-inf)\'','\'(-inf-0.7865]\'',Yes
Nuriootpa,'\'(7.75-8.95]\'','\'(66-inf)\'','\'(73.5-78.5]\'','\'(-inf-0.7865]\'',No
Cobar,'\'(10.55-12.25]\'','\'(-inf-34]\'','\'(27.5-42.5]\'','\'(-inf-0.7865]\'',No
Woomera,'\'(4.35-6.05]\'','\'(-inf-34]\'','\'(42.5-52.5]\'','\'(-inf-0.7865]\'',No
Portland,'\'(6.05-7.75]\'','\'(34-42]\'','\'(42.5-52.5]\'','\'(-inf-0.7865]\'',No
Townsville,'\'(10.55-12.25]\'','\'(66-inf)\'','\'(27.5-42.5]\'','\'(-inf-0.7865]\'',No
Perth,'\'(4.35-6.05]\'','\'(34-42]\'','\'(69.5-73.5]\'','\'(-inf-0.7865]\'',Yes
Townsville,'\'(10.55-12.25]\'','\'(34-42]\'','\'(64.5-69.5]\'','\'(-inf-0.7865]\'',No
Woomera,'\'(10.55-12.25]\'','\'(49-58]\'','\'(-inf-13.5]\'','\'(-inf-0.7865]\'',No
Nuriootpa,'\'(1.55-4.35]\'','\'(42-49]\'','\'(42.5-52.5]\'','\'(-inf-0.7865]\'',No
Darwin,'\'(8.95-9.85]\'','\'(49-58]\'','\'(13.5-27.5]\'','\'(-inf-0.7865]\'',No
Melbourne,'\'(-inf-0.15]\'','\'(-inf-34]\'','\'(60.5-64.5]\'','\'(-inf-0.7865]\'',No
Cobar,'\'(1.55-4.35]\'','\'(34-42]\'','\'(73.5-78.5]\'','\'(-inf-0.7865]\'',Yes
Hobart,'\'(8.95-9.85]\'','\'(34-42]\'','\'(27.5-42.5]\'','\'(-inf-0.7865]\'',No
Williamtown,'\'(4.35-6.05]\'','\'(-inf-34]\'','\'(69.5-73.5]\'','\'(-inf-0.7865]\'',No
Perth,'\'(8.95-9.85]\'','\'(34-42]\'','\'(42.5-52.5]\'','\'(-inf-0.7865]\'',No
WaggaWagga,'\'(10.55-12.25]\'','\'(-inf-34]\'','\'(13.5-27.5]\'','\'(-inf-0.7865]\'',No
Hobart,'\'(8.95-9.85]\'','\'(42-49]\'','\'(52.5-57.5]\'','\'(-inf-0.7865]\'',No
Brisbane,'\'(8.95-9.85]\'','\'(-inf-34]\'','\'(42.5-52.5]\'','\'(-inf-0.7865]\'',No
WaggaWagga,'\'(7.75-8.95]\'','\'(-inf-34]\'','\'(42.5-52.5]\'','\'(-inf-0.7865]\'',No
WaggaWagga,'\'(12.25-inf)\'','\'(34-42]\'','\'(-inf-13.5]\'','\'(-inf-0.7865]\'',No
Sydney,'\'(6.05-7.75]\'','\'(-inf-34]\'','\'(27.5-42.5]\'','\'(-inf-0.7865]\'',No
SydneyAirport,'\'(8.95-9.85]\'','\'(34-42]\'','\'(27.5-42.5]\'','\'(-inf-0.7865]\'',No
Mildura,'\'(10.55-12.25]\'','\'(49-58]\'','\'(-inf-13.5]\'','\'(0.7865-inf)\'',No
SydneyAirport,'\'(4.35-6.05]\'','\'(34-42]\'','\'(57.5-60.5]\'','\'(-inf-0.7865]\'',No
PerthAirport,'\'(6.05-7.75]\'','\'(34-42]\'','\'(42.5-52.5]\'','\'(-inf-0.7865]\'',No
MelbourneAirport,'\'(6.05-7.75]\'','\'(42-49]\'','\'(60.5-64.5]\'','\'(0.7865-inf)\'',No
Moree,'\'(9.85-10.55]\'','\'(34-42]\'','\'(27.5-42.5]\'','\'(-inf-0.7865]\'',No
MelbourneAirport,'\'(10.55-12.25]\'','\'(66-inf)\'','\'(42.5-52.5]\'','\'(-inf-0.7865]\'',No
Portland,'\'(1.55-4.35]\'','\'(66-inf)\'','\'(81.5-88.5]\'','\'(-inf-0.7865]\'',Yes
Cairns,'\'(8.95-9.85]\'','\'(49-58]\'','\'(60.5-64.5]\'','\'(-inf-0.7865]\'',Yes
Nuriootpa,'\'(8.95-9.85]\'','\'(49-58]\'','\'(27.5-42.5]\'','\'(-inf-0.7865]\'',No
Cobar,'\'(12.25-inf)\'','\'(34-42]\'','\'(27.5-42.5]\'','\'(-inf-0.7865]\'',No
MountGambier,'\'(7.75-8.95]\'','\'(58-66]\'','\'(81.5-88.5]\'','\'(-inf-0.7865]\'',No
MountGambier,'\'(0.15-1.55]\'','\'(-inf-34]\'','\'(73.5-78.5]\'','\'(0.7865-inf)\'',No
SydneyAirport,'\'(4.35-6.05]\'','\'(42-49]\'','\'(42.5-52.5]\'','\'(-inf-0.7865]\'',Yes
Mildura,'\'(9.85-10.55]\'','\'(49-58]\'','\'(-inf-13.5]\'','\'(-inf-0.7865]\'',No
Canberra,'\'(9.85-10.55]\'','\'(49-58]\'','\'(27.5-42.5]\'','\'(-inf-0.7865]\'',No
AliceSprings,'\'(4.35-6.05]\'','\'(-inf-34]\'','\'(27.5-42.5]\'','\'(-inf-0.7865]\'',No
SydneyAirport,'\'(8.95-9.85]\'','\'(49-58]\'','\'(52.5-57.5]\'','\'(-inf-0.7865]\'',No
PerthAirport,'\'(-inf-0.15]\'','\'(34-42]\'','\'(88.5-inf)\'','\'(0.7865-inf)\'',Yes
Moree,'\'(10.55-12.25]\'','\'(42-49]\'','\'(13.5-27.5]\'','\'(-inf-0.7865]\'',No
Hobart,'\'(9.85-10.55]\'','\'(34-42]\'','\'(57.5-60.5]\'','\'(-inf-0.7865]\'',No
Cairns,'\'(1.55-4.35]\'','\'(42-49]\'','\'(81.5-88.5]\'','\'(-inf-0.7865]\'',Yes
Mildura,'\'(0.15-1.55]\'','\'(58-66]\'','\'(13.5-27.5]\'','\'(0.7865-inf)\'',Yes
Darwin,'\'(1.55-4.35]\'','\'(66-inf)\'','\'(69.5-73.5]\'','\'(-inf-0.7865]\'',Yes
Darwin,'\'(8.95-9.85]\'','\'(34-42]\'','\'(42.5-52.5]\'','\'(-inf-0.7865]\'',No
Brisbane,'\'(7.75-8.95]\'','\'(42-49]\'','\'(27.5-42.5]\'','\'(-inf-0.7865]\'',No
PerthAirport,'\'(8.95-9.85]\'','\'(34-42]\'','\'(42.5-52.5]\'','\'(-inf-0.7865]\'',No
PerthAirport,'\'(7.75-8.95]\'','\'(58-66]\'','\'(52.5-57.5]\'','\'(-inf-0.7865]\'',No
Mildura,'\'(10.55-12.25]\'','\'(-inf-34]\'','\'(13.5-27.5]\'','\'(-inf-0.7865]\'',No
Melbourne,'\'(9.85-10.55]\'','\'(58-66]\'','\'(-inf-13.5]\'','\'(0.7865-inf)\'',No
Townsville,'\'(1.55-4.35]\'','\'(34-42]\'','\'(73.5-78.5]\'','\'(0.7865-inf)\'',Yes
Woomera,'\'(10.55-12.25]\'','\'(42-49]\'','\'(13.5-27.5]\'','\'(-inf-0.7865]\'',No
WaggaWagga,'\'(4.35-6.05]\'','\'(-inf-34]\'','\'(52.5-57.5]\'','\'(-inf-0.7865]\'',No
Townsville,'\'(6.05-7.75]\'','\'(49-58]\'','\'(42.5-52.5]\'','\'(-inf-0.7865]\'',No
Moree,'\'(12.25-inf)\'','\'(49-58]\'','\'(-inf-13.5]\'','\'(-inf-0.7865]\'',No
Canberra,'\'(9.85-10.55]\'','\'(66-inf)\'','\'(27.5-42.5]\'','\'(-inf-0.7865]\'',No
WaggaWagga,'\'(7.75-8.95]\'','\'(-inf-34]\'','\'(42.5-52.5]\'','\'(-inf-0.7865]\'',No
PerthAirport,'\'(1.55-4.35]\'','\'(42-49]\'','\'(64.5-69.5]\'','\'(-inf-0.7865]\'',No
Sydney,'\'(10.55-12.25]\'','\'(42-49]\'','\'(27.5-42.5]\'','\'(-inf-0.7865]\'',No
Sydney,'\'(8.95-9.85]\'','\'(-inf-34]\'','\'(52.5-57.5]\'','\'(-inf-0.7865]\'',No
Sydney,'\'(6.05-7.75]\'','\'(-inf-34]\'','\'(60.5-64.5]\'','\'(-inf-0.7865]\'',No
SydneyAirport,'\'(4.35-6.05]\'','\'(34-42]\'','\'(52.5-57.5]\'','\'(-inf-0.7865]\'',Yes
Brisbane,'\'(10.55-12.25]\'','\'(34-42]\'','\'(42.5-52.5]\'','\'(-inf-0.7865]\'',No
Mildura,'\'(9.85-10.55]\'','\'(-inf-34]\'','\'(27.5-42.5]\'','\'(-inf-0.7865]\'',No
MountGambier,'\'(7.75-8.95]\'','\'(66-inf)\'','\'(52.5-57.5]\'','\'(-inf-0.7865]\'',No
Williamtown,'\'(6.05-7.75]\'','\'(-inf-34]\'','\'(60.5-64.5]\'','\'(-inf-0.7865]\'',No
SydneyAirport,'\'(8.95-9.85]\'','\'(34-42]\'','\'(27.5-42.5]\'','\'(-inf-0.7865]\'',No
WaggaWagga,'\'(10.55-12.25]\'','\'(58-66]\'','\'(13.5-27.5]\'','\'(-inf-0.7865]\'',No
MountGambier,'\'(9.85-10.55]\'','\'(49-58]\'','\'(27.5-42.5]\'','\'(-inf-0.7865]\'',No
MountGambier,'\'(1.55-4.35]\'','\'(-inf-34]\'','\'(57.5-60.5]\'','\'(-inf-0.7865]\'',No
AliceSprings,'\'(12.25-inf)\'','\'(-inf-34]\'','\'(-inf-13.5]\'','\'(-inf-0.7865]\'',No
MountGambier,'\'(1.55-4.35]\'','\'(58-66]\'','\'(64.5-69.5]\'','\'(-inf-0.7865]\'',No
Melbourne,'\'(4.35-6.05]\'','\'(66-inf)\'','\'(88.5-inf)\'','\'(-inf-0.7865]\'',Yes
SydneyAirport,'\'(10.55-12.25]\'','\'(-inf-34]\'','\'(42.5-52.5]\'','\'(-inf-0.7865]\'',No
Hobart,'\'(4.35-6.05]\'','\'(49-58]\'','\'(52.5-57.5]\'','\'(-inf-0.7865]\'',No
Cairns,'\'(1.55-4.35]\'','\'(42-49]\'','\'(60.5-64.5]\'','\'(-inf-0.7865]\'',Yes
Portland,'\'(4.35-6.05]\'','\'(66-inf)\'','\'(88.5-inf)\'','\'(-inf-0.7865]\'',Yes
Portland,'\'(4.35-6.05]\'','\'(34-42]\'','\'(69.5-73.5]\'','\'(-inf-0.7865]\'',Yes
MountGambier,'\'(10.55-12.25]\'','\'(49-58]\'','\'(42.5-52.5]\'','\'(-inf-0.7865]\'',No
Darwin,'\'(6.05-7.75]\'','\'(-inf-34]\'','\'(64.5-69.5]\'','\'(0.7865-inf)\'',Yes
WaggaWagga,'\'(8.95-9.85]\'','\'(42-49]\'','\'(52.5-57.5]\'','\'(-inf-0.7865]\'',No
MountGambier,'\'(8.95-9.85]\'','\'(49-58]\'','\'(42.5-52.5]\'','\'(-inf-0.7865]\'',No
Woomera,'\'(10.55-12.25]\'','\'(42-49]\'','\'(13.5-27.5]\'','\'(-inf-0.7865]\'',No
MelbourneAirport,'\'(10.55-12.25]\'','\'(66-inf)\'','\'(13.5-27.5]\'','\'(0.7865-inf)\'',No
Brisbane,'\'(6.05-7.75]\'','\'(34-42]\'','\'(57.5-60.5]\'','\'(-inf-0.7865]\'',Yes
WaggaWagga,'\'(6.05-7.75]\'','\'(-inf-34]\'','\'(13.5-27.5]\'','\'(-inf-0.7865]\'',No
NorfolkIsland,'\'(8.95-9.85]\'','\'(66-inf)\'','\'(57.5-60.5]\'','\'(-inf-0.7865]\'',Yes
AliceSprings,'\'(10.55-12.25]\'','\'(34-42]\'','\'(13.5-27.5]\'','\'(-inf-0.7865]\'',No
NorfolkIsland,'\'(7.75-8.95]\'','\'(34-42]\'','\'(52.5-57.5]\'','\'(-inf-0.7865]\'',No
Darwin,'\'(4.35-6.05]\'','\'(42-49]\'','\'(81.5-88.5]\'','\'(-inf-0.7865]\'',Yes
Mildura,'\'(0.15-1.55]\'','\'(-inf-34]\'','\'(27.5-42.5]\'','\'(0.7865-inf)\'',Yes
Brisbane,'\'(8.95-9.85]\'','\'(-inf-34]\'','\'(60.5-64.5]\'','\'(-inf-0.7865]\'',No
SydneyAirport,'\'(4.35-6.05]\'','\'(34-42]\'','\'(42.5-52.5]\'','\'(-inf-0.7865]\'',No
Hobart,'\'(1.55-4.35]\'','\'(-inf-34]\'','\'(57.5-60.5]\'','\'(-inf-0.7865]\'',No
MelbourneAirport,'\'(8.95-9.85]\'','\'(42-49]\'','\'(42.5-52.5]\'','\'(-inf-0.7865]\'',No
Darwin,'\'(10.55-12.25]\'','\'(42-49]\'','\'(27.5-42.5]\'','\'(0.7865-inf)\'',No
Nuriootpa,'\'(10.55-12.25]\'','\'(34-42]\'','\'(27.5-42.5]\'','\'(-inf-0.7865]\'',No
Cobar,'\'(10.55-12.25]\'','\'(-inf-34]\'','\'(13.5-27.5]\'','\'(-inf-0.7865]\'',No
Hobart,'\'(4.35-6.05]\'','\'(-inf-34]\'','\'(42.5-52.5]\'','\'(-inf-0.7865]\'',No
Sale,'\'(1.55-4.35]\'','\'(-inf-34]\'','\'(42.5-52.5]\'','\'(-inf-0.7865]\'',Yes
Melbourne,'\'(4.35-6.05]\'','\'(-inf-34]\'','\'(42.5-52.5]\'','\'(-inf-0.7865]\'',No
MountGambier,'\'(4.35-6.05]\'','\'(-inf-34]\'','\'(73.5-78.5]\'','\'(-inf-0.7865]\'',Yes
Watsonia,'\'(6.05-7.75]\'','\'(-inf-34]\'','\'(42.5-52.5]\'','\'(-inf-0.7865]\'',Yes
MelbourneAirport,'\'(10.55-12.25]\'','\'(42-49]\'','\'(27.5-42.5]\'','\'(0.7865-inf)\'',Yes
Brisbane,'\'(9.85-10.55]\'','\'(-inf-34]\'','\'(42.5-52.5]\'','\'(-inf-0.7865]\'',No
Woomera,'\'(9.85-10.55]\'','\'(-inf-34]\'','\'(13.5-27.5]\'','\'(-inf-0.7865]\'',No
Cairns,'\'(10.55-12.25]\'','\'(34-42]\'','\'(42.5-52.5]\'','\'(-inf-0.7865]\'',No
CoffsHarbour,'\'(7.75-8.95]\'','\'(42-49]\'','\'(60.5-64.5]\'','\'(0.7865-inf)\'',No
MelbourneAirport,'\'(8.95-9.85]\'','\'(49-58]\'','\'(27.5-42.5]\'','\'(-inf-0.7865]\'',No
CoffsHarbour,'\'(10.55-12.25]\'','\'(49-58]\'','\'(42.5-52.5]\'','\'(-inf-0.7865]\'',No
Moree,'\'(-inf-0.15]\'','\'(42-49]\'','\'(88.5-inf)\'','\'(0.7865-inf)\'',Yes
NorfolkIsland,'\'(6.05-7.75]\'','\'(66-inf)\'','\'(60.5-64.5]\'','\'(-inf-0.7865]\'',No
Mildura,'\'(9.85-10.55]\'','\'(49-58]\'','\'(13.5-27.5]\'','\'(0.7865-inf)\'',No
CoffsHarbour,'\'(9.85-10.55]\'','\'(49-58]\'','\'(57.5-60.5]\'','\'(0.7865-inf)\'',No
Melbourne,'\'(4.35-6.05]\'','\'(42-49]\'','\'(42.5-52.5]\'','\'(0.7865-inf)\'',Yes
Darwin,'\'(10.55-12.25]\'','\'(-inf-34]\'','\'(27.5-42.5]\'','\'(-inf-0.7865]\'',No
Portland,'\'(6.05-7.75]\'','\'(34-42]\'','\'(78.5-81.5]\'','\'(-inf-0.7865]\'',No
SydneyAirport,'\'(9.85-10.55]\'','\'(58-66]\'','\'(27.5-42.5]\'','\'(-inf-0.7865]\'',No
CoffsHarbour,'\'(10.55-12.25]\'','\'(49-58]\'','\'(69.5-73.5]\'','\'(0.7865-inf)\'',No
Sydney,'\'(6.05-7.75]\'','\'(34-42]\'','\'(60.5-64.5]\'','\'(0.7865-inf)\'',No
Mildura,'\'(-inf-0.15]\'','\'(42-49]\'','\'(81.5-88.5]\'','\'(-inf-0.7865]\'',Yes
Brisbane,'\'(8.95-9.85]\'','\'(-inf-34]\'','\'(13.5-27.5]\'','\'(-inf-0.7865]\'',No
SydneyAirport,'\'(4.35-6.05]\'','\'(49-58]\'','\'(73.5-78.5]\'','\'(-inf-0.7865]\'',No
WaggaWagga,'\'(10.55-12.25]\'','\'(34-42]\'','\'(27.5-42.5]\'','\'(-inf-0.7865]\'',No
MelbourneAirport,'\'(12.25-inf)\'','\'(34-42]\'','\'(27.5-42.5]\'','\'(-inf-0.7865]\'',No
Hobart,'\'(8.95-9.85]\'','\'(-inf-34]\'','\'(57.5-60.5]\'','\'(0.7865-inf)\'',No
AliceSprings,'\'(10.55-12.25]\'','\'(34-42]\'','\'(13.5-27.5]\'','\'(-inf-0.7865]\'',No
CoffsHarbour,'\'(-inf-0.15]\'','\'(49-58]\'','\'(78.5-81.5]\'','\'(-inf-0.7865]\'',Yes
SydneyAirport,'\'(9.85-10.55]\'','\'(34-42]\'','\'(57.5-60.5]\'','\'(-inf-0.7865]\'',No
Woomera,'\'(10.55-12.25]\'','\'(49-58]\'','\'(13.5-27.5]\'','\'(-inf-0.7865]\'',No
MelbourneAirport,'\'(4.35-6.05]\'','\'(58-66]\'','\'(27.5-42.5]\'','\'(-inf-0.7865]\'',No
PerthAirport,'\'(12.25-inf)\'','\'(42-49]\'','\'(27.5-42.5]\'','\'(-inf-0.7865]\'',No
Sydney,'\'(7.75-8.95]\'','\'(-inf-34]\'','\'(42.5-52.5]\'','\'(-inf-0.7865]\'',No
SydneyAirport,'\'(6.05-7.75]\'','\'(42-49]\'','\'(57.5-60.5]\'','\'(0.7865-inf)\'',Yes
Cairns,'\'(4.35-6.05]\'','\'(49-58]\'','\'(69.5-73.5]\'','\'(-inf-0.7865]\'',Yes
Darwin,'\'(0.15-1.55]\'','\'(34-42]\'','\'(88.5-inf)\'','\'(-inf-0.7865]\'',Yes
Moree,'\'(4.35-6.05]\'','\'(34-42]\'','\'(27.5-42.5]\'','\'(-inf-0.7865]\'',No
Darwin,'\'(10.55-12.25]\'','\'(34-42]\'','\'(27.5-42.5]\'','\'(0.7865-inf)\'',No
Cairns,'\'(6.05-7.75]\'','\'(42-49]\'','\'(60.5-64.5]\'','\'(-inf-0.7865]\'',Yes
Darwin,'\'(8.95-9.85]\'','\'(34-42]\'','\'(42.5-52.5]\'','\'(-inf-0.7865]\'',No
MountGambier,'\'(7.75-8.95]\'','\'(58-66]\'','\'(13.5-27.5]\'','\'(-inf-0.7865]\'',No
Nuriootpa,'\'(6.05-7.75]\'','\'(34-42]\'','\'(42.5-52.5]\'','\'(-inf-0.7865]\'',No
AliceSprings,'\'(4.35-6.05]\'','\'(49-58]\'','\'(-inf-13.5]\'','\'(-inf-0.7865]\'',No
Mildura,'\'(0.15-1.55]\'','\'(-inf-34]\'','\'(60.5-64.5]\'','\'(-inf-0.7865]\'',No
Brisbane,'\'(6.05-7.75]\'','\'(34-42]\'','\'(42.5-52.5]\'','\'(-inf-0.7865]\'',No
Portland,'\'(4.35-6.05]\'','\'(34-42]\'','\'(78.5-81.5]\'','\'(-inf-0.7865]\'',No
Brisbane,'\'(9.85-10.55]\'','\'(-inf-34]\'','\'(27.5-42.5]\'','\'(-inf-0.7865]\'',No
MelbourneAirport,'\'(7.75-8.95]\'','\'(42-49]\'','\'(27.5-42.5]\'','\'(0.7865-inf)\'',No
Watsonia,'\'(-inf-0.15]\'','\'(42-49]\'','\'(60.5-64.5]\'','\'(0.7865-inf)\'',Yes
Townsville,'\'(7.75-8.95]\'','\'(42-49]\'','\'(57.5-60.5]\'','\'(-inf-0.7865]\'',No
Mildura,'\'(8.95-9.85]\'','\'(34-42]\'','\'(27.5-42.5]\'','\'(-inf-0.7865]\'',No
Darwin,'\'(8.95-9.85]\'','\'(34-42]\'','\'(27.5-42.5]\'','\'(-inf-0.7865]\'',No
PerthAirport,'\'(9.85-10.55]\'','\'(-inf-34]\'','\'(42.5-52.5]\'','\'(-inf-0.7865]\'',No
Watsonia,'\'(12.25-inf)\'','\'(34-42]\'','\'(27.5-42.5]\'','\'(0.7865-inf)\'',No
Townsville,'\'(6.05-7.75]\'','\'(42-49]\'','\'(60.5-64.5]\'','\'(-inf-0.7865]\'',No
Cairns,'\'(8.95-9.85]\'','\'(-inf-34]\'','\'(69.5-73.5]\'','\'(0.7865-inf)\'',No
Moree,'\'(12.25-inf)\'','\'(34-42]\'','\'(-inf-13.5]\'','\'(-inf-0.7865]\'',No
Brisbane,'\'(-inf-0.15]\'','\'(-inf-34]\'','\'(73.5-78.5]\'','\'(-inf-0.7865]\'',Yes
Cobar,'\'(9.85-10.55]\'','\'(42-49]\'','\'(27.5-42.5]\'','\'(-inf-0.7865]\'',No
NorfolkIsland,'\'(10.55-12.25]\'','\'(-inf-34]\'','\'(73.5-78.5]\'','\'(0.7865-inf)\'',No
SydneyAirport,'\'(7.75-8.95]\'','\'(34-42]\'','\'(60.5-64.5]\'','\'(-inf-0.7865]\'',No
Nuriootpa,'\'(12.25-inf)\'','\'(34-42]\'','\'(13.5-27.5]\'','\'(-inf-0.7865]\'',No
PerthAirport,'\'(8.95-9.85]\'','\'(34-42]\'','\'(13.5-27.5]\'','\'(-inf-0.7865]\'',No
Cairns,'\'(7.75-8.95]\'','\'(58-66]\'','\'(52.5-57.5]\'','\'(-inf-0.7865]\'',Yes
MountGambier,'\'(1.55-4.35]\'','\'(42-49]\'','\'(52.5-57.5]\'','\'(0.7865-inf)\'',No
Portland,'\'(1.55-4.35]\'','\'(34-42]\'','\'(60.5-64.5]\'','\'(-inf-0.7865]\'',Yes
Moree,'\'(1.55-4.35]\'','\'(34-42]\'','\'(27.5-42.5]\'','\'(-inf-0.7865]\'',No
MelbourneAirport,'\'(10.55-12.25]\'','\'(-inf-34]\'','\'(42.5-52.5]\'','\'(-inf-0.7865]\'',No
Williamtown,'\'(0.15-1.55]\'','\'(34-42]\'','\'(73.5-78.5]\'','\'(-inf-0.7865]\'',Yes
SydneyAirport,'\'(0.15-1.55]\'','\'(34-42]\'','\'(64.5-69.5]\'','\'(-inf-0.7865]\'',No
WaggaWagga,'\'(7.75-8.95]\'','\'(34-42]\'','\'(42.5-52.5]\'','\'(-inf-0.7865]\'',No
WaggaWagga,'\'(6.05-7.75]\'','\'(-inf-34]\'','\'(27.5-42.5]\'','\'(-inf-0.7865]\'',No
PerthAirport,'\'(6.05-7.75]\'','\'(34-42]\'','\'(42.5-52.5]\'','\'(-inf-0.7865]\'',No
CoffsHarbour,'\'(8.95-9.85]\'','\'(-inf-34]\'','\'(60.5-64.5]\'','\'(0.7865-inf)\'',No
PerthAirport,'\'(10.55-12.25]\'','\'(34-42]\'','\'(42.5-52.5]\'','\'(-inf-0.7865]\'',Yes
Watsonia,'\'(-inf-0.15]\'','\'(66-inf)\'','\'(88.5-inf)\'','\'(0.7865-inf)\'',Yes
