@relation table_train-weka.filters.unsupervised.attribute.Remove-R1-11

@attribute class {STAR,GALAXY,QSO}
@attribute redshift numeric
@attribute mjd numeric

@data
STAR,-0.366679,2.184284
STAR,-0.366517,0.793344
STAR,-0.359273,-0.688209
STAR,-0.368286,0.855516
GALAXY,-0.125819,-0.864805
GALAXY,-0.292203,-0.84827
STAR,-0.366154,0.83832
GALAXY,-0.194049,-0.629344
STAR,-0.365152,1.290061
STAR,-0.368417,1.310565
GALAXY,-0.202972,-0.607517
GALAXY,-0.133805,-0.688209
STAR,-0.36801,-0.427614
GALAXY,-0.16448,-0.649186
GALAXY,-0.155022,-0.37867
GALAXY,-0.263477,1.030128
STAR,-0.367171,1.742464
STAR,-0.368037,1.030128
STAR,-0.368445,0.793344
STAR,-0.365896,-0.661091
GALAXY,-0.027314,-0.37867
STAR,-0.368343,2.504405
QSO,0.384329,-0.329726
STAR,-0.367974,0.211305
GALAXY,-0.152619,-0.395867
GALAXY,-0.02309,-0.622068
GALAXY,-0.237498,-0.622068
STAR,-0.368022,1.243762
STAR,-0.368822,0.530104
STAR,-0.368181,1.212015
STAR,-0.367562,0.793344
STAR,-0.367341,0.83832
GALAXY,-0.245839,-0.824459
GALAXY,-0.146294,-0.651832
GALAXY,-0.154226,-0.66969
GALAXY,-0.074983,-0.825782
STAR,-0.367502,0.793344
GALAXY,-0.01374,-0.864805
GALAXY,-0.179132,-0.706067
GALAXY,-0.164497,-0.651832
GALAXY,-0.139914,-0.622068
GALAXY,-0.186132,-0.66043
STAR,-0.367712,1.243762
STAR,-0.365066,1.553301
STAR,-0.367874,1.758999
STAR,-0.367663,-0.842978
STAR,-0.368521,-0.689532
QSO,3.15067,2.307306
STAR,-0.366416,1.231196
GALAXY,0.0047,-0.650509
GALAXY,-0.276709,-0.606856
STAR,-0.36919,2.679678
GALAXY,-0.157026,-0.37867
STAR,-0.366752,1.010286
STAR,-0.366853,-0.377347
QSO,3.820328,-0.329726
GALAXY,-0.1688,-0.84827
STAR,-0.369792,1.079733
GALAXY,-0.112315,-0.680272
STAR,-0.368423,1.310565
GALAXY,-0.177629,-0.706067
GALAXY,-0.233128,-0.706067
STAR,-0.365489,1.310565
STAR,-0.367895,0.841627
GALAXY,-0.067323,-0.377347
GALAXY,-0.207213,-0.649186
GALAXY,-0.170685,-0.703421
QSO,1.190781,-0.629344
STAR,-0.367102,1.017561
GALAXY,-0.182684,-0.682256
GALAXY,-0.156309,-0.631989
STAR,-0.367554,2.419084
GALAXY,-0.052556,-0.632651
STAR,-0.36821,1.075765
STAR,-0.367681,1.342312
GALAXY,-0.320198,-0.682256
GALAXY,-0.142008,-0.864805
GALAXY,-0.237033,-0.37404
GALAXY,-0.149277,-0.82512
QSO,5.507251,-0.825782
STAR,-0.367284,0.83832
GALAXY,-0.028879,-0.630005
STAR,-0.367814,1.310565
STAR,-0.367274,1.01227
GALAXY,-0.30228,-0.828427
GALAXY,-0.211049,-0.681595
GALAXY,-0.304476,-0.878694
STAR,-0.366259,0.83832
STAR,-0.36641,0.793344
STAR,-0.366044,1.500389
QSO,4.347477,-0.651832
STAR,-0.368501,-0.678288
STAR,-0.368156,1.194157
GALAXY,-0.16397,-0.661091
GALAXY,-0.113363,-0.688209
GALAXY,-0.121647,-0.826443
QSO,3.03779,-0.700114
STAR,-0.370208,-0.82512
STAR,-0.366527,1.310565
GALAXY,0.222428,-0.373379
GALAXY,-0.130053,-0.415048
GALAXY,-0.196298,-0.622068
GALAXY,-0.219015,-0.379332
GALAXY,-0.176945,-0.825782
STAR,-0.368037,1.075765
GALAXY,-0.266126,-0.681595
GALAXY,-0.307276,-0.706067
GALAXY,-0.143073,-0.622068
STAR,-0.367386,-0.827766
STAR,-0.367526,1.718653
GALAXY,-0.112242,-0.679611
STAR,-0.367598,0.334327
GALAXY,-0.108954,-0.585029
GALAXY,-0.279995,-0.699453
STAR,-0.367478,-0.839671
STAR,-0.368327,2.503744
QSO,3.075202,-0.682918
GALAXY,-0.080201,-0.379332
STAR,-0.363873,-0.82512
STAR,-0.368265,0.793344
GALAXY,-0.192983,-0.630005
GALAXY,-0.216189,-0.82512
STAR,-0.369797,-0.569817
GALAXY,-0.18444,-0.659768
QSO,2.494916,-0.659768
STAR,-0.368663,-0.574447
STAR,-0.367482,1.072458
STAR,-0.36827,1.010286
STAR,-0.368307,1.27088
GALAXY,-0.158451,-0.631328
STAR,-0.366464,-0.379332
STAR,-0.366801,2.419084
GALAXY,-0.239489,-0.877372
GALAXY,-0.115855,-0.650509
GALAXY,-0.047271,-0.825782
QSO,2.825544,-0.700114
STAR,-0.367822,1.075765
STAR,-0.36757,-0.84364
STAR,-0.369515,0.861469
STAR,-0.367986,1.075765
STAR,-0.368067,0.1994
GALAXY,-0.142862,-0.827105
GALAXY,-0.17485,0.328374
GALAXY,-0.046883,-0.681595
GALAXY,-0.264344,-0.631989
STAR,-0.367955,1.072458
STAR,-0.368018,-0.631328
GALAXY,-0.329221,-0.679611
STAR,-0.368302,-0.37867
GALAXY,-0.14515,-0.631989
GALAXY,-0.16249,-0.649186
STAR,-0.368293,1.108174
GALAXY,-0.140576,-0.84364
STAR,-0.367333,1.310565
QSO,3.392844,-0.699453
STAR,-0.367789,-0.622068
GALAXY,-0.193745,-0.688209
STAR,-0.367992,1.079733
STAR,-0.368602,1.342312
GALAXY,-0.075711,-0.679611
STAR,-0.367277,1.08767
GALAXY,-0.12257,-0.688209
QSO,0.496707,-0.574447
STAR,-0.367629,1.01227
GALAXY,-0.221513,-0.651832
GALAXY,-0.000969,0.328374
GALAXY,-0.01236,-0.74046
STAR,-0.368422,-0.37867
STAR,-0.367594,0.793344
STAR,-0.368217,0.841627
STAR,-0.367886,1.132646
GALAXY,-0.146396,-0.82512
STAR,-0.368182,-0.682918
GALAXY,-0.24034,-0.703421
STAR,-0.367585,-0.842978
STAR,-0.368392,1.079733
STAR,-0.368354,-0.845624
GALAXY,-0.087958,-0.628682
STAR,-0.367931,1.075765
GALAXY,-0.177723,-0.682256
STAR,-0.368423,-0.629344
STAR,-0.36822,1.575789
STAR,-0.36853,1.131985
GALAXY,-0.332627,-0.574447
GALAXY,-0.122798,-0.678288
GALAXY,0.190147,-0.699453
STAR,-0.36886,1.311887
STAR,-0.368262,1.01227
GALAXY,-0.111189,-0.622068
GALAXY,-0.088854,-0.37867
GALAXY,-0.179682,-0.329726
GALAXY,-0.264914,-0.412402
STAR,-0.369559,-0.373379
GALAXY,-0.012963,-0.844963
GALAXY,-0.227693,-0.709374
STAR,-0.368894,1.079733
GALAXY,-0.227111,-0.823798
GALAXY,-0.212091,-0.70739
GALAXY,-0.317184,-0.689532
GALAXY,-0.264702,-0.585029
GALAXY,-0.172666,-0.877372
GALAXY,0.18298,-0.585029
QSO,0.200994,-0.682918
STAR,-0.36717,0.801942
GALAXY,-0.246492,-0.679611
GALAXY,-0.326066,-0.681595
STAR,-0.365907,1.523538
STAR,-0.368471,-0.825782
GALAXY,-0.106666,-0.589659
GALAXY,-0.093666,-0.844963
GALAXY,-0.050532,-0.681595
GALAXY,-0.119585,-0.37404
QSO,2.636226,-0.629344
STAR,-0.367105,-0.659768
GALAXY,-0.028438,-0.585029
GALAXY,-0.075044,-0.622068
GALAXY,-0.030615,-0.379332
STAR,-0.367495,-0.622068
STAR,-0.368221,1.075765
STAR,-0.368216,-0.827105
STAR,-0.36658,0.304564
GALAXY,0.06717,-0.880679
GALAXY,-0.058823,-0.651832
STAR,-0.367249,2.518956
STAR,-0.367983,-0.700114
STAR,-0.365395,0.83832
GALAXY,-0.146785,-0.622068
STAR,-0.366661,1.561899
STAR,-0.367655,0.83832
GALAXY,-0.030953,-0.824459
GALAXY,-0.252887,-0.622068
GALAXY,-0.291282,0.328374
GALAXY,-0.223362,-0.827105
GALAXY,-0.150469,-0.329726
STAR,-0.3683,-0.741122
GALAXY,-0.193017,-0.632651
QSO,4.439402,-0.688209
GALAXY,-0.277383,-0.864805
STAR,-0.367889,0.793344
STAR,-0.367572,1.072458
STAR,-0.369488,-0.632651
GALAXY,-0.134683,-0.688209
QSO,3.274616,-0.682918
STAR,-0.367455,2.504405
GALAXY,-0.038333,-0.435551
STAR,-0.367527,0.540025
GALAXY,-0.230609,-0.680272
GALAXY,-0.24329,-0.622068
STAR,-0.366954,0.83832
STAR,-0.367384,2.033483
GALAXY,-0.102565,-0.839671
STAR,-0.367828,1.079733
GALAXY,-0.221516,-0.373379
QSO,0.607689,-0.682918
GALAXY,0.030402,-0.827105
GALAXY,-0.160172,-0.661091
GALAXY,-0.10253,-0.632651
GALAXY,-0.21842,-0.74046
GALAXY,-0.084358,-0.37404
GALAXY,-0.097809,-0.84827
QSO,1.456245,-0.626698
GALAXY,-0.325005,-0.82512
STAR,-0.368084,1.010286
QSO,4.65292,-0.628682
GALAXY,-0.301773,-0.87671
GALAXY,-0.06553,-0.622068
STAR,-0.368136,0.83832
GALAXY,-0.167322,-0.825782
GALAXY,-0.20452,-0.583045
STAR,-0.367467,1.342312
GALAXY,-0.162466,-0.651832
GALAXY,-0.264001,-0.628682
GALAXY,-0.26629,-0.631989
GALAXY,-0.242715,-0.632651
STAR,-0.368023,-0.624052
STAR,-0.36704,2.504405
GALAXY,-0.242716,-0.82512
STAR,-0.367743,2.419084
STAR,-0.368116,0.83832
GALAXY,-0.153831,-0.589659
GALAXY,-0.33184,-0.709374
GALAXY,-0.06817,-0.838349
STAR,-0.368171,-0.682256
GALAXY,-0.153023,-0.824459
STAR,-0.367407,1.072458
STAR,-0.367529,1.01227
STAR,-0.368712,-0.699453
STAR,-0.368099,1.065844
GALAXY,-0.262845,-0.628682
GALAXY,-0.268678,-0.702099
GALAXY,-0.056564,-0.585029
STAR,-0.367884,1.290061
GALAXY,-0.157732,2.518295
QSO,4.348692,-0.622068
STAR,-0.368531,1.311887
STAR,-0.366796,0.83832
GALAXY,-0.246638,-0.574447
STAR,-0.366435,-0.842978
GALAXY,-0.205116,-0.866789
GALAXY,-0.22037,-0.743106
QSO,-0.108954,-0.632651
GALAXY,-0.236015,-0.606856
STAR,-0.366285,-0.650509
GALAXY,-0.218443,-0.827105
GALAXY,-0.15026,-0.82512
QSO,3.36003,-0.703421
STAR,-0.368051,1.243762
STAR,-0.367937,1.131985
STAR,-0.366993,1.714023
STAR,-0.368493,1.194157
STAR,-0.367571,-0.698792
GALAXY,-0.092641,-0.630005
GALAXY,-0.054632,-0.659768
STAR,-0.367515,0.83832
STAR,-0.367885,-0.37404
QSO,5.226491,1.499066
GALAXY,-0.249279,-0.864805
GALAXY,-0.214894,-0.703421
STAR,-0.367587,1.075765
GALAXY,-0.080553,-0.688209
GALAXY,-0.247565,-0.699453
STAR,-0.367779,-0.839671
QSO,0.76427,-0.629344
STAR,-0.368026,0.83832
QSO,0.562292,2.733252
GALAXY,-0.107437,-0.702099
STAR,-0.368442,-0.703421
STAR,-0.367976,1.310565
GALAXY,-0.122232,-0.88134
STAR,-0.367114,1.739157
STAR,-0.3688,1.502373
QSO,0.239003,-0.864805
GALAXY,-0.291559,-0.877372
STAR,-0.36687,1.046663
STAR,-0.366445,0.841627
STAR,-0.370229,1.682276
QSO,3.54393,-0.688209
GALAXY,-0.251117,-0.682918
STAR,-0.367103,-0.348907
STAR,-0.366926,1.075765
STAR,-0.366496,1.075765
QSO,1.996082,-0.628682
GALAXY,-0.070248,-0.668367
STAR,-0.368345,1.030128
STAR,-0.367725,0.793344
GALAXY,-0.177661,-0.700114
GALAXY,-0.119369,-0.412402
GALAXY,-0.107968,2.493823
STAR,-0.368131,0.793344
STAR,-0.368209,1.114127
STAR,-0.366915,-0.622068
STAR,-0.368116,1.046663
STAR,-0.369479,1.243762
STAR,-0.367968,0.793344
GALAXY,-0.053328,-0.629344
GALAXY,-0.229097,-0.632651
STAR,-0.367501,1.132646
GALAXY,-0.26931,-0.698792
QSO,2.85779,-0.703421
STAR,-0.367978,-0.844963
QSO,5.733696,2.323179
GALAXY,-0.312469,-0.650509
GALAXY,-0.030189,-0.659768
GALAXY,-0.194255,-0.688209
STAR,-0.366328,1.132646
STAR,-0.368056,1.290061
STAR,-0.367687,1.243762
GALAXY,-0.325472,-0.624052
STAR,-0.367038,-0.87671
STAR,-0.370441,1.079733
GALAXY,-0.029532,-0.878694
QSO,4.212419,-0.624052
STAR,-0.364722,0.801942
GALAXY,-0.141877,-0.377347
STAR,-0.365254,0.83832
GALAXY,0.054364,-0.622068
GALAXY,-0.104191,-0.659768
GALAXY,-0.150863,-0.823798
GALAXY,-0.180736,-0.585029
GALAXY,-0.236804,-0.84827
GALAXY,-0.012245,-0.682256
STAR,-0.368239,1.310565
STAR,-0.367663,-0.84827
STAR,-0.367528,0.841627
STAR,-0.367675,0.793344
QSO,2.620167,-0.680934
GALAXY,-0.03837,-0.668367
STAR,-0.364472,1.290061
STAR,-0.367266,1.9098
GALAXY,-0.166471,1.593647
GALAXY,-0.029382,-0.706067
STAR,-0.36649,2.504405
STAR,-0.367938,1.132646
STAR,-0.369294,1.212015
GALAXY,-0.10109,-0.878694
STAR,-0.367168,1.310565
STAR,-0.369106,2.710103
STAR,-0.366021,-0.659768
GALAXY,-0.118923,-0.700114
GALAXY,0.048107,-0.630005
STAR,-0.368903,1.222597
STAR,-0.368053,-0.66043
STAR,-0.367874,1.310565
STAR,-0.368268,1.243762
GALAXY,-0.149252,-0.688209
STAR,-0.366995,1.01227
STAR,-0.368255,1.075765
QSO,4.172514,-0.412402
GALAXY,-0.268388,-0.682256
STAR,-0.368788,2.475965
GALAXY,-0.195969,-0.62273
STAR,-0.368168,0.793344
STAR,-0.367518,2.513665
STAR,-0.368261,-0.839671
QSO,3.073154,-0.681595
GALAXY,-0.188792,-0.827105
GALAXY,-0.152922,-0.827766
GALAXY,-0.001084,1.047986
GALAXY,-0.29902,-0.377347
STAR,-0.368174,-0.659768
GALAXY,-0.23887,-0.878694
GALAXY,-0.163902,-0.651832
GALAXY,-0.026386,-0.668367
GALAXY,-0.07091,-0.659768
GALAXY,-0.160377,-0.62273
STAR,-0.368043,0.855516
QSO,1.519809,-0.659768
STAR,-0.368578,-0.622068
GALAXY,-0.102148,-0.632651
STAR,-0.368234,-0.826443
GALAXY,0.17989,-0.678288
GALAXY,-0.252834,-0.706067
GALAXY,-0.074816,-0.412402
GALAXY,-0.3267,1.030128
STAR,-0.367759,1.132646
STAR,-0.367653,-0.87671
GALAXY,-0.089453,2.300692
GALAXY,-0.017107,-0.688209
GALAXY,-0.249801,-0.681595
STAR,-0.368094,-0.699453
GALAXY,-0.26013,-0.413063
GALAXY,-0.188573,-0.415048
STAR,-0.367214,0.83832
GALAXY,0.165797,-0.827766
GALAXY,-0.26252,-0.825782
GALAXY,-0.160335,-0.377347
GALAXY,-0.035464,-0.709374
GALAXY,-0.111221,-0.622068
GALAXY,-0.243207,-0.709374
GALAXY,-0.061365,-0.84827
GALAXY,-0.181736,-0.661091
STAR,-0.368044,-0.682918
STAR,-0.365583,1.046663
GALAXY,-0.145961,-0.844963
GALAXY,-0.308893,-0.661091
GALAXY,0.012823,-0.373379
GALAXY,0.007401,-0.413063
GALAXY,-0.293911,-0.82512
STAR,-0.366833,-0.681595
GALAXY,-0.033394,-0.397851
STAR,-0.36829,-0.630005
GALAXY,-0.244777,-0.839671
STAR,-0.36803,-0.377347
STAR,-0.366716,1.010286
GALAXY,-0.264823,-0.682918
GALAXY,-0.079413,-0.659768
GALAXY,-0.174526,-0.682256
GALAXY,-0.176948,-0.415048
STAR,-0.368602,-0.700114
GALAXY,-0.234095,-0.379332
GALAXY,-0.166229,-0.651832
GALAXY,-0.20705,-0.397851
STAR,-0.369665,1.323793
GALAXY,-0.157667,-0.622068
GALAXY,-0.121204,-0.661091
GALAXY,-0.205835,-0.864805
STAR,-0.367724,0.211305
STAR,-0.367314,0.841627
STAR,-0.368231,1.079733
QSO,1.541632,-0.624052
GALAXY,0.023082,-0.877372
QSO,1.402481,-0.844963
GALAXY,0.085802,-0.698792
STAR,-0.368443,0.861469
GALAXY,-0.089997,-0.825782
GALAXY,-0.298899,-0.688209
GALAXY,-0.157245,-0.668367
GALAXY,-0.176657,-0.682918
STAR,-0.367859,-0.842978
GALAXY,-0.173343,-0.878694
STAR,-0.37103,-0.377347
STAR,-0.368114,0.83832
GALAXY,-0.088773,-0.388591
GALAXY,-0.119444,-0.628682
QSO,2.46791,-0.377347
STAR,-0.367328,-0.682256
GALAXY,-0.179854,-0.427614
GALAXY,-0.331804,-0.377347
GALAXY,-0.147985,-0.682256
GALAXY,-0.049001,2.493823
STAR,-0.366171,1.075765
STAR,-0.368617,0.521505
QSO,5.183353,1.499066
GALAXY,-0.094075,-0.84827
GALAXY,-0.070366,-0.821152
GALAXY,-0.198518,-0.688209
GALAXY,-0.127914,-0.682918
STAR,-0.367232,1.50105
QSO,2.802081,-0.82512
STAR,-0.367907,0.879327
GALAXY,-0.151267,-0.682918
STAR,-0.367713,1.243762
GALAXY,-0.066583,-0.659768
GALAXY,0.021049,-0.880679
GALAXY,-0.238267,-0.706067
GALAXY,-0.138816,-0.688209
STAR,-0.366882,0.793344
GALAXY,-0.147384,-0.682918
STAR,-0.367853,1.018884
GALAXY,-0.217581,-0.827105
STAR,-0.367815,0.334327
STAR,-0.367411,1.310565
STAR,-0.366963,0.83832
QSO,5.442626,1.560577
STAR,-0.368338,0.334327
STAR,-0.367532,-0.827766
STAR,-0.357212,-0.628682
QSO,1.541927,-0.703421
GALAXY,-0.193056,-0.681595
GALAXY,-0.180956,-0.435551
QSO,4.226761,-0.393883
GALAXY,-0.222966,-0.661091
GALAXY,-0.102099,-0.682918
STAR,-0.368813,1.079733
GALAXY,-0.281809,-0.682918
GALAXY,-0.032115,-0.682256
GALAXY,-0.093599,-0.630005
QSO,1.61751,-0.878694
STAR,-0.369416,0.212628
GALAXY,-0.157787,-0.844963
STAR,-0.366102,1.342312
GALAXY,-0.278531,-0.845624
QSO,0.52444,-0.682256
STAR,-0.36798,1.079733
GALAXY,-0.17627,-0.682256
GALAXY,-0.269812,-0.688209
QSO,1.296714,1.030128
GALAXY,-0.202744,-0.632651
QSO,1.964982,-0.377347
GALAXY,-0.263332,-0.631989
GALAXY,-0.22723,-0.87671
GALAXY,-0.303663,-0.373379
GALAXY,-0.243234,-0.574447
STAR,-0.36762,-0.682918
GALAXY,-0.272684,-0.827766
GALAXY,-0.153619,-0.668367
STAR,-0.368421,1.323793
GALAXY,-0.134255,-0.682918
STAR,-0.369605,1.108174
STAR,-0.367031,0.83832
QSO,4.028332,-0.678288
GALAXY,-0.230025,-0.706067
GALAXY,-0.204364,-0.626037
STAR,-0.368084,1.342312
STAR,-0.368135,1.065844
GALAXY,-0.236806,-0.825782
QSO,6.255557,1.734527
STAR,-0.367587,2.504405
GALAXY,-0.167157,-0.626037
STAR,-0.368136,-0.82512
GALAXY,-0.204959,-0.37404
QSO,1.323184,-0.650509
STAR,-0.368314,0.793344
STAR,-0.368263,0.801942
GALAXY,-0.06655,-0.839671
GALAXY,-0.251186,-0.682918
STAR,-0.368461,1.132646
STAR,-0.366164,2.913816
GALAXY,0.015922,-0.839671
STAR,-0.367688,2.419084
GALAXY,-0.263369,-0.845624
GALAXY,-0.081113,-0.649186
GALAXY,-0.228577,-0.699453
STAR,-0.366947,1.010286
GALAXY,-0.133458,-0.688209
STAR,-0.366345,0.841627
GALAXY,-0.314199,-0.622068
GALAXY,-0.047028,-0.709374
STAR,-0.36528,1.290061
GALAXY,-0.156748,-0.631989
STAR,-0.369534,1.323793
GALAXY,-0.272122,-0.629344
GALAXY,-0.055463,-0.622068
STAR,-0.367811,1.310565
GALAXY,-0.147978,-0.681595
STAR,-0.367855,1.540073
GALAXY,-0.133024,-0.650509
GALAXY,-0.230599,-0.825782
GALAXY,0.020911,-0.628682
STAR,-0.369612,2.307306
GALAXY,-0.194716,-0.585029
GALAXY,-0.226971,-0.709374
GALAXY,-0.18805,-0.66043
QSO,4.715163,2.499775
STAR,-0.368217,1.075765
STAR,-0.366713,-0.706067
STAR,-0.367598,1.751723
STAR,-0.367747,0.841627
QSO,0.774327,-0.427614
STAR,-0.36859,-0.839671
STAR,-0.368325,1.311887
GALAXY,-0.205439,-0.62273
STAR,-0.368449,1.194157
STAR,-0.366748,0.793344
STAR,-0.368002,0.793344
STAR,-0.369802,2.932336
STAR,-0.368668,1.593647
QSO,4.211431,-0.624052
GALAXY,-0.085034,-0.688209
GALAXY,-0.293652,-0.845624
STAR,-0.366074,1.010286
GALAXY,-0.239453,-0.699453
GALAXY,-0.200327,-0.630005
GALAXY,-0.053243,-0.709374
GALAXY,-0.240835,-0.37867
STAR,-0.368297,1.310565
GALAXY,-0.210357,-0.649186
GALAXY,-0.276766,-0.699453
GALAXY,-0.190008,-0.37404
GALAXY,-0.273772,-0.679611
STAR,-0.367978,2.932336
QSO,2.806695,-0.622068
STAR,-0.368009,-0.825782
GALAXY,-0.162042,-0.69813
STAR,-0.367571,0.793344
STAR,-0.367591,-0.659768
GALAXY,-0.028875,-0.828427
GALAXY,-0.2662,-0.631989
GALAXY,-0.116554,-0.827766
STAR,-0.370164,1.079733
STAR,-0.367796,1.545364
GALAXY,-0.086746,-0.682918
GALAXY,-0.28165,-0.864805
STAR,-0.370945,2.641978
STAR,-0.367873,1.010286
STAR,-0.367558,-0.35486
GALAXY,-0.220064,-0.703421
STAR,-0.36812,1.342312
STAR,-0.367674,1.08767
QSO,3.182153,-0.706067
GALAXY,-0.273932,-0.866789
GALAXY,-0.134433,-0.66969
GALAXY,-0.233484,-0.74046
STAR,-0.366992,0.839642
GALAXY,-0.180059,-0.682256
STAR,-0.369107,1.311887
GALAXY,-0.188923,-0.622068
STAR,-0.367591,-0.87671
STAR,-0.367696,-0.650509
QSO,2.478869,-0.630005
STAR,-0.368102,-0.825782
GALAXY,-0.326712,-0.827105
STAR,-0.367542,1.075765
STAR,-0.367744,0.211305
GALAXY,-0.113621,-0.413063
STAR,-0.366413,-0.628682
GALAXY,-0.173497,-0.703421
GALAXY,-0.13293,-0.839671
GALAXY,0.048931,-0.703421
STAR,-0.36745,1.010286
GALAXY,-0.169788,-0.678288
GALAXY,-0.235675,-0.698792
STAR,-0.36699,-0.679611
GALAXY,-0.19582,-0.630005
GALAXY,-0.237099,-0.825782
GALAXY,-0.108769,-0.626698
QSO,4.398452,2.317227
STAR,-0.367961,1.01227
GALAXY,-0.058581,-0.37404
GALAXY,0.009617,-0.628682
GALAXY,-0.2367,-0.650509
STAR,-0.368296,1.072458
STAR,-0.368173,1.243762
GALAXY,-0.30281,-0.839671
QSO,0.784224,-0.632651
GALAXY,-0.165638,1.762306
GALAXY,-0.154277,-0.74046
QSO,1.25136,-0.631328
GALAXY,-0.250787,-0.650509
STAR,-0.366885,0.841627
GALAXY,-0.256693,-0.632651
STAR,-0.368447,1.075765
QSO,4.394038,1.047986
STAR,-0.368322,1.194157
STAR,-0.367267,0.841627
GALAXY,-0.281434,-0.62273
GALAXY,-0.245878,-0.82512
GALAXY,-0.120268,-0.706067
STAR,-0.367819,1.194157
STAR,-0.366865,1.072458
GALAXY,-0.13835,-0.818506
GALAXY,-0.060605,-0.622068
STAR,-0.366448,2.496468
STAR,-0.366534,-0.877372
QSO,1.191808,-0.626037
GALAXY,-0.259128,-0.373379
STAR,-0.367328,1.342312
GALAXY,-0.211214,-0.427614
STAR,-0.369899,-0.589659
STAR,-0.36903,-0.526164
STAR,-0.370095,1.108174
STAR,-0.367733,0.793344
GALAXY,-0.345467,-0.585029
QSO,1.901561,-0.880679
STAR,-0.367302,1.290061
STAR,-0.367791,0.83832
GALAXY,-0.321932,-0.37404
GALAXY,-0.240632,-0.709374
GALAXY,-0.125501,-0.825782
GALAXY,0.021203,-0.678288
STAR,-0.368345,0.83832
GALAXY,-0.074881,-0.37867
STAR,-0.3684,0.540025
QSO,3.819981,-0.649186
GALAXY,-0.20187,-0.688209
STAR,-0.368197,1.114788
GALAXY,0.041527,-0.589659
GALAXY,-0.306239,-0.413063
GALAXY,-0.263478,-0.70739
STAR,-0.370456,2.322518
GALAXY,-0.20179,-0.377347
GALAXY,-0.187306,-0.682918
STAR,-0.368002,1.075765
STAR,-0.367374,-0.379332
QSO,3.349657,1.342312
STAR,-0.367957,0.83832
GALAXY,-0.147175,-0.626037
GALAXY,-0.104644,-0.413063
STAR,-0.36855,1.046663
GALAXY,-0.318049,-0.37867
STAR,-0.366443,-0.842978
STAR,-0.368199,1.545364
GALAXY,-0.242974,-0.878694
STAR,-0.368149,0.83832
STAR,-0.368219,1.08767
GALAXY,-0.141192,-0.88134
STAR,-0.368137,1.311887
GALAXY,0.016956,-0.628682
GALAXY,-0.164089,-0.649186
GALAXY,-0.315662,-0.377347
STAR,-0.368098,2.513665
STAR,-0.367789,1.030128
GALAXY,-0.183462,-0.699453
GALAXY,-0.249686,-0.650509
GALAXY,-0.230824,-0.706067
STAR,-0.367543,0.841627
STAR,-0.367561,-0.681595
STAR,-0.367776,1.08767
STAR,-0.366893,1.310565
GALAXY,-0.094624,-0.412402
STAR,-0.367915,0.83832
STAR,-0.366953,2.317227
GALAXY,-0.230205,-0.74046
QSO,3.517191,-0.628682
GALAXY,-0.243881,-0.682256
STAR,-0.367211,-0.626698
STAR,-0.368173,0.83832
GALAXY,-0.24639,-0.37404
STAR,-0.369477,1.108174
STAR,-0.368912,3.003106
STAR,-0.36773,1.072458
STAR,-0.366914,2.504405
GALAXY,0.04226,-0.622068
GALAXY,-0.252579,-0.709374
GALAXY,-0.132065,-0.622068
GALAXY,-0.202627,-0.413063
STAR,-0.365787,1.231196
STAR,-0.368311,1.105528
QSO,0.317261,-0.844963
STAR,-0.368438,1.194157
GALAXY,-0.142799,-0.624052
GALAXY,-0.167224,-0.878694
STAR,-0.368381,-0.622068
GALAXY,-0.114766,-0.688209
GALAXY,-0.286708,-0.82512
GALAXY,-0.282221,-0.650509
GALAXY,-0.081317,-0.649186
STAR,-0.368007,2.419084
QSO,1.065842,-0.698792
GALAXY,-0.245607,-0.632651
STAR,-0.368227,1.132646
QSO,2.659025,-0.688209
QSO,-0.049065,-0.838349
QSO,1.399338,-0.681595
STAR,-0.366321,-0.87671
STAR,-0.367298,-0.682918
GALAXY,-0.234734,-0.427614
GALAXY,-0.314207,-0.88134
QSO,4.39509,2.464059
GALAXY,-0.127179,-0.84364
STAR,-0.368394,0.861469
STAR,-0.367956,-0.622068
GALAXY,-0.206759,-0.62273
GALAXY,-0.139703,-0.864805
GALAXY,-0.045047,-0.82512
STAR,-0.367574,1.017561
GALAXY,0.133862,-0.844963
GALAXY,-0.176691,-0.632651
GALAXY,-0.067061,-0.818506
GALAXY,-0.17253,-0.877372
GALAXY,-0.264186,-0.877372
STAR,-0.368347,1.131985
GALAXY,-0.025792,-0.672335
GALAXY,-0.195232,-0.838349
STAR,-0.371006,-0.629344
GALAXY,-0.122026,-0.631328
STAR,-0.367867,-0.668367
QSO,0.657484,-0.827105
STAR,-0.368002,1.065844
GALAXY,-0.17744,-0.682918
STAR,-0.365331,-0.825782
GALAXY,-0.199001,-0.650509
STAR,-0.368276,1.075765
GALAXY,-0.20096,-0.82512
STAR,-0.368062,1.068489
STAR,-0.368548,-0.827105
QSO,4.948676,-0.589659
GALAXY,-0.243634,-0.688209
GALAXY,-0.266159,-0.682256
GALAXY,0.012444,-0.377347
GALAXY,-0.159017,-0.880679
STAR,-0.364251,1.046663
GALAXY,0.024129,-0.651832
STAR,-0.368252,-0.839671
GALAXY,-0.23574,-0.706067
STAR,-0.368304,1.310565
GALAXY,-0.251953,-0.706067
GALAXY,-0.170836,-0.818506
GALAXY,-0.244719,-0.622068
QSO,6.729651,1.54338
GALAXY,-0.165308,-0.649186
QSO,4.049589,1.602245
